bp	count	normalized	reference
421	474	3.4259107411480865e-05	5.659791559578168e-05
123	63080	0.004559207796447706	0.002882306937214127
201	8290	0.0005991729967113425	0.002145895865785923
193	14260	0.0010306642862610066	0.0034924915304557083
160	81561	0.005894951602505888	0.015405135454818263
117	58214	0.004207509870995669	0.0019312289271600155
429	495	3.577691596768571e-05	4.8536980421115296e-05
143	84921	0.006137800971498663	0.009878794328577219
99	71690	0.005181509304491694	0.0016824476203497417
440	441	3.187397968030181e-05	4.413483138691744e-05
107	68449	0.004947260850650746	0.0018740661643894562
264	1283	9.273087512432479e-05	0.00020044785431853174
115	65193	0.00471192824784108	0.002149187758531236
177	52362	0.0037845472199999177	0.012192675915654299
144	90038	0.006507640323027245	0.010790603025342536
203	7229	0.0005224875263240404	0.0018703296260063058
171	74179	0.005361405756700926	0.016113208120619567
246	1510	0.00010913766285092005	0.00024059902668333353
161	84764	0.006126453545626084	0.01624995116133659
474	313	2.2622575147243692e-05	4.528382087022642e-05
153	78773	0.005693444447520215	0.012247801969861959
219	3147	0.0002274544536369837	0.0006966152153783052
178	47911	0.0034628440826824044	0.011209053303741879
113	65145	0.0047084589711411835	0.0020616684620700485
396	518	3.7439277719719595e-05	0.0001365107844773921
125	69947	0.005055531194326692	0.003931602466370944
211	4786	0.0003459157976188764	0.0011503478607252451
212	4423	0.00031967939257590685	0.0010770142036729267
205	6505	0.0004701592694339304	0.001643901946040172
202	7905	0.0005713465065142536	0.0020012276704650957
26	2153	0.0001556115153099542	9.204164703232565e-05
315	1150	8.311808760169407e-05	0.000624416398044543
381	537	3.881253308009541e-05	0.0002418807952722519
236	1799	0.00013002559964821534	0.00030468531222550247
190	18276	0.0013209271034857052	0.004440611096261155
311	1015	7.336074688323434e-05	0.0006618736838834825
231	2221	0.00016052632396814135	0.00037422454549340895
300	1160	8.384085358083924e-05	0.0005254256443225193
328	889	6.425389554600524e-05	0.0005884569862925644
103	73469	0.005310089372181619	0.001955763761679834
314	1058	7.646864059355855e-05	0.0006312610251581372
196	11940	0.000862982579099328	0.0028731184515936557
200	8663	0.0006261321677334572	0.002294983218444035
470	329	2.3779000713875957e-05	4.470210831927885e-05
197	11104	0.0008025593432427922	0.0027220944392143303
210	5324	0.0003848006072968863	0.0012267763143047545
198	10288	0.0007435816393445467	0.0025814617853863785
408	469	3.389772442190828e-05	8.568068460482645e-05
359	624	4.510059709865835e-05	0.000429824545356828
216	3698	0.00026727885908788235	0.0008313322670511783
275	1167	8.434678976624086e-05	0.0002441257483527761
290	1104	7.979336409762632e-05	0.0003517155570908219
207	5906	0.00042686558728313495	0.001461865508349506
239	1789	0.00012930283366907017	0.0002651011309392287
249	1450	0.00010480106697604906	0.00021392657719742877
209	5339	0.0003858847562656041	0.0013028040008098518
413	494	3.570463936977119e-05	7.15726545117225e-05
462	440	3.1801703082387296e-05	4.492621772465619e-05
184	27533	0.0019899915703803853	0.006435314724686803
383	546	3.946302246132606e-05	0.00022582081227784796
243	1502	0.00010855945006760391	0.00025652723106054493
30	5161	0.0003730195218368201	0.0001792476476921183
336	835	6.035095925862135e-05	0.0005606302590274331
312	1107	8.001019389136987e-05	0.0006594727975368443
34	9099	0.0006576447644241865	0.00024975020837854735
313	1148	8.297353440586504e-05	0.0006456956432558886
368	584	4.220953318207769e-05	0.0003569105217319254
414	554	4.004123524464219e-05	6.986996615313812e-05
461	443	3.2018532876130846e-05	4.5276388670558294e-05
27	2552	0.00018444987787784634	0.00011744733525556497
303	1218	8.80328962598812e-05	0.0005451987256857359
263	1347	9.735657739085385e-05	0.0001941121899552875
372	539	3.895708627592444e-05	0.00032233249862980145
218	3257	0.00023540487940758054	0.0007386627420738127
270	1024	7.401123626446499e-05	0.00020405175652298948
370	565	4.0836277821701876e-05	0.0003404041779766838
379	587	4.242636297582124e-05	0.0002581730345062848
322	990	7.155383193537142e-05	0.0006148957502696733
242	1524	0.00011014953522172328	0.000255395535734156
223	2834	0.00020483187848974	0.0005620438062335439
446	503	3.6355128751001844e-05	4.446070475698144e-05
340	677	4.893125678812773e-05	0.0005385662021165166
356	549	3.967985225506961e-05	0.0004496462218717207
194	13356	0.0009653262417462835	0.003251829187148279
226	2353	0.00017006683489285753	0.0004699407006270396
480	374	2.7031447620029204e-05	4.595700664785863e-05
375	585	4.2281809779992204e-05	0.0002941637472530195
453	453	3.274129885527601e-05	4.4589338982006706e-05
323	936	6.765089564798753e-05	0.0006133337019971166
475	349	2.5224532672166288e-05	4.541088289916804e-05
245	1695	0.00012250883346510562	0.00024958855803576557
192	14851	0.001073379755628486	0.003769118002103367
291	1029	7.437261925403757e-05	0.00036672359797835255
28	2944	0.00021278230426033682	0.00013563835857788743
435	453	3.274129885527601e-05	4.671909296767496e-05
248	1404	0.00010147634347198129	0.00022192762599400006
317	990	7.155383193537142e-05	0.0006178228935235815
305	1047	7.567359801649887e-05	0.0005540937823462327
25	1600	0.00011564255666322654	6.325502259467238e-05
343	703	5.081044833390516e-05	0.0005198932292310995
427	490	3.5415532978113126e-05	5.008387844050242e-05
293	1002	7.242115111034562e-05	0.00039695778622829013
220	3376	0.000244005794559408	0.0006595009541394332
492	349	2.5224532672166288e-05	4.865332293130481e-05
259	1274	9.208038574309414e-05	0.0001961323189958509
282	1057	7.639636399564403e-05	0.00026445195688360124
262	1217	8.796061966196668e-05	0.0001897710707145183
213	4299	0.00031071709443450683	0.0010078512969766776
442	470	3.39700010198228e-05	4.296797603902162e-05
217	3485	0.0002518839437320903	0.0007827995744375639
268	1284	9.28031517222393e-05	0.0002043474723136309
227	2311	0.00016703121778044783	0.000442155708021583
234	1996	0.0001442640894373751	0.00034088498412444487
29	4565	0.00032994266947976823	0.00016278160932738464
32	6764	0.0004888789082937902	0.0002134750710675901
360	592	4.278774596539382e-05	0.0004223344602874404
349	689	4.979857596310193e-05	0.000491782363255579
250	1392	0.00010060902429700709	0.00020850607388178091
371	543	3.924619266758251e-05	0.0003314105017436676
448	468	3.3825447823993765e-05	4.511931198911078e-05
350	662	4.784710781940998e-05	0.0004842421108384315
319	983	7.10478957499698e-05	0.000617147992622949
310	1064	7.690230018104565e-05	0.0006490761506895526
289	1065	7.697457677896016e-05	0.00033992751670950685
417	504	3.642740534891636e-05	6.385245710645636e-05
419	506	3.6571958544745394e-05	6.034074276326672e-05
364	661	4.7774831221495463e-05	0.00038959733587234463
221	2898	0.00020945758075626908	0.0006262064147492279
306	1056	7.632408739772951e-05	0.0005675506374068754
295	1069	7.726368317061823e-05	0.0004268732474539984
225	2595	0.00018755777158817056	0.0004991255194546044
473	354	2.5585915661738872e-05	4.4768998116291985e-05
285	1019	7.36498532748924e-05	0.0003207440088776562
466	449	3.2452192463617946e-05	4.6280736114172205e-05
297	1187	8.579232172453119e-05	0.0004623301281668783
471	329	2.3779000713875957e-05	4.455189212983268e-05
255	1291	9.330908790764092e-05	0.00021335587001906667
353	741	5.355695905465679e-05	0.00046528285533887484
307	1001	7.23488745124311e-05	0.0005845698029392178
247	1405	0.0001015486200698958	0.00023067832646863522
214	3966	0.0002866489873289728	0.0009431225549439657
266	1149	8.304581100377956e-05	0.0002062612637281734
237	1757	0.00012698998253580566	0.0002886373350921009
31	5268	0.0003807531178136734	0.00018868125297472096
318	969	7.003602337916657e-05	0.0006176958314946399
451	406	2.9344298753293736e-05	4.344806755219924e-05
458	421	3.0428447722011484e-05	4.781562827255697e-05
308	1128	8.152800244757472e-05	0.0006065701144452883
222	2704	0.00019543592076085286	0.0005946311432399436
477	326	2.3562170920132406e-05	4.564742694629783e-05
433	492	3.556008617394216e-05	4.635520103777016e-05
279	1196	8.644281110576184e-05	0.00023891806321608674
230	2168	0.00015669566427867196	0.0003843097545892229
215	3765	0.00027212139114815494	0.0008836651005258724
320	909	6.569942750429558e-05	0.0006177785861794062
363	588	4.2498639573735754e-05	0.0003973971435702097
281	1239	8.955070481608605e-05	0.0002508956246889389
332	887	6.410934235017621e-05	0.0005715584510779125
261	1273	9.200810914517962e-05	0.00018877872913190675
292	1014	7.328847028531982e-05	0.0003818285433154023
439	504	3.642740534891636e-05	4.513188955777992e-05
423	490	3.5415532978113126e-05	5.440841815893503e-05
283	1059	7.654091719147306e-05	0.00028239943273987585
269	1169	8.449134296206989e-05	0.00020386780958120336
327	947	6.844593822504721e-05	0.000595027050799188
493	357	2.5802745455482422e-05	4.896890556336679e-05
374	681	4.92203631797858e-05	0.0003038912102763465
228	2386	0.0001724519626240366	0.0004196675869488333
479	345	2.4935426280508225e-05	4.594442907918949e-05
455	419	3.028389452618245e-05	4.746803001115537e-05
254	1372	9.916349233871676e-05	0.00021186700032785764
232	2012	0.00014542051500400738	0.00036588576039268804
484	335	2.4212660301363057e-05	4.7499616859744905e-05
389	555	4.011351184255671e-05	0.00017871753175809755
456	439	3.1729426484472786e-05	4.859257899170955e-05
235	1902	0.00013747008923341056	0.00032252559289425604
251	1441	0.0001041505775948184	0.0002059058044863536
274	1261	9.114078997020542e-05	0.00023821957937419957
304	1064	7.690230018104565e-05	0.0005465869748275918
384	529	3.823432029677927e-05	0.00021797784065114104
387	571	4.126993740918897e-05	0.0001932489113784513
286	1039	7.509538523318274e-05	0.0003290270524808662
244	1475	0.00010660798192391196	0.00025563022173136874
329	1127	8.14557258496602e-05	0.0005816406587084758
454	431	3.115121370115665e-05	4.616153506564879e-05
257	1305	9.432096027844414e-05	0.0002065441160963123
452	431	3.115121370115665e-05	4.368175306099513e-05
478	348	2.515225607425177e-05	4.5792211912909595e-05
271	1209	8.738240687865056e-05	0.0002064404940817086
346	664	4.7991661015239014e-05	0.000509036214785134
428	488	3.527097978228409e-05	4.9391397529116425e-05
441	447	3.230763926778891e-05	4.3356880179348e-05
301	1018	7.357757667697789e-05	0.0005398676946199389
265	1066	7.704685337687468e-05	0.0002045294182785833
206	6479	0.00046828007788815297	0.0015486828907228056
358	605	4.372734173828254e-05	0.00043707022539866763
347	830	5.998957626904877e-05	0.0005042840377319507
465	407	2.9416575351208253e-05	4.606234378546265e-05
402	533	3.852342668843734e-05	0.0001062014166692731
482	313	2.2622575147243692e-05	4.67043714952554e-05
393	536	3.874025648218089e-05	0.00015391199365805944
341	748	5.406289524005841e-05	0.000529253370078521
352	666	4.813621421106805e-05	0.00047134510051048207
24	366	2.6453234836713073e-05	1.3434701388555048e-05
339	906	6.548259771055203e-05	0.0005425950260443079
296	1108	8.008247048928438e-05	0.00044421328391432044
342	792	5.724306554829714e-05	0.000525981058320795
377	588	4.2498639573735754e-05	0.00027550106510560444
284	1071	7.740823636644726e-05	0.00030300134729300507
416	446	3.2235362669874396e-05	6.575381387924643e-05
330	883	6.382023595851814e-05	0.0005767605620648508
238	1788	0.00012923055707115565	0.0002754095918789198
351	654	4.7268895036093846e-05	0.0004781985890929113
252	1459	0.00010545155635727971	0.0002062774144697599
241	1576	0.00011390791831327814	0.0002552796220047166
294	1126	8.138344925174568e-05	0.0004114430004545515
447	481	3.476504359688248e-05	4.5004684601921605e-05
443	492	3.556008617394216e-05	4.3095038067963244e-05
438	532	3.845115009052282e-05	4.59687266550276e-05
302	1087	7.856466193307953e-05	0.0005449969128793629
229	2244	0.00016218868572017524	0.00039947601557353466
367	608	4.394417153202608e-05	0.00036457326251668025
348	693	5.008768235475999e-05	0.0004983378492166997
460	406	2.9344298753293736e-05	4.585810122150587e-05
397	573	4.1414490605018e-05	0.00013047155053937272
288	1158	8.369630038501021e-05	0.0003338292539548926
240	1680	0.00012142468449638787	0.0002583132458115623
499	338	2.4429490095106607e-05	5.020307948902583e-05
406	546	3.946302246132606e-05	9.243912678765371e-05
472	337	2.435721349719209e-05	4.4231164128769695e-05
287	1093	7.899832152056663e-05	0.00033166562628996767
481	335	2.4212660301363057e-05	4.604362035937564e-05
410	496	3.584919256560023e-05	7.90141444294339e-05
488	359	2.5947298651311456e-05	4.8897299178102725e-05
357	581	4.199270338833414e-05	0.0004437880763371536
337	838	6.05677890523649e-05	0.0005556039481480293
436	487	3.5198703184369576e-05	4.669636758792049e-05
273	1210	8.745468347656508e-05	0.0002266936669581027
326	906	6.548259771055203e-05	0.0006027298111206175
366	532	3.845115009052282e-05	0.00037312172140419237
487	344	2.4863149682593708e-05	4.841520668809138e-05
260	1315	9.504372625758931e-05	0.00019130624872673645
355	631	4.560653328405997e-05	0.0004551298988845476
272	1151	8.319036419960859e-05	0.00021386440398866655
449	452	3.2669022257361497e-05	4.485789865847611e-05
335	910	6.57717041022101e-05	0.0005642573153923953
411	527	3.808976710095024e-05	7.610086508644511e-05
404	524	3.787293730720669e-05	9.941281690702324e-05
390	535	3.866797988426637e-05	0.00017178857776365346
459	408	2.948885194912277e-05	4.688646038712449e-05
256	1521	0.00010993270542797973	0.00021059366442702422
422	513	3.707789473014701e-05	5.535488020128757e-05
401	563	4.069172462587284e-05	0.00011038260069026088
430	462	3.3391788236506664e-05	4.774116334895901e-05
276	1077	7.784189595393436e-05	0.0002437001119948592
309	1033	7.466172564569564e-05	0.0006289703354642707
334	841	6.078461884610845e-05	0.0005669637794869268
490	340	2.457404329093564e-05	4.889758503193611e-05
403	484	3.4981873390626026e-05	0.00010263896327065682
467	405	2.927202215537922e-05	4.6429665961368115e-05
444	444	3.209080947404536e-05	4.351324222621204e-05
233	2121	0.00015329866417668967	0.00035544523498197097
278	1033	7.466172564569564e-05	0.0002383193423620525
385	541	3.9101639471753474e-05	0.00020974224878427368
434	510	3.686106493640346e-05	4.6418231808032535e-05
391	573	4.1414490605018e-05	0.00016543018802065476
338	904	6.533804451472299e-05	0.0005493024433178751
432	490	3.5415532978113126e-05	4.643209571895193e-05
392	505	3.649968194683088e-05	0.0001595134424502428
298	1102	7.964881090179728e-05	0.00048220983300994904
494	353	2.5513639063824355e-05	4.9172004711990004e-05
253	1374	9.93080455345458e-05	0.00020873318475240886
412	547	3.9535299059240574e-05	7.348501665709807e-05
395	533	3.852342668843734e-05	0.00014234434658228772
378	622	4.495604390282932e-05	0.0002670034882004356
325	843	6.0929172041937485e-05	0.00060681652044967
380	604	4.365506514036802e-05	0.0002499814641297594
424	549	3.967985225506961e-05	5.317338667177582e-05
399	603	4.3582788542453506e-05	0.000120085194430083
409	513	3.707789473014701e-05	8.23266186507511e-05
267	1216	8.788834306405217e-05	0.00020552690523019585
437	492	3.556008617394216e-05	4.638993227852698e-05
331	969	7.003602337916657e-05	0.0005735362737511342
500	385	2.7826490197088888e-05	5.0321565902965765e-05
361	556	4.0185788440471225e-05	0.0004137378350290021
333	823	5.948364008364715e-05	0.0005704497669851115
486	324	2.3417617724303376e-05	4.823111681938856e-05
299	1006	7.271025750200369e-05	0.0005045706061999237
398	547	3.9535299059240574e-05	0.0001251047877444021
431	484	3.4981873390626026e-05	4.687416867228875e-05
345	763	5.514704420877616e-05	0.0005142794887240804
316	971	7.01805765749956e-05	0.00062022549499322
407	531	3.8378873492608306e-05	8.888424851562225e-05
405	498	3.599374576142926e-05	9.588709572599751e-05
376	640	4.625702266529062e-05	0.0002847837395641774
457	428	3.09343839074131e-05	4.840834619609003e-05
386	486	3.512642658645506e-05	0.00020158483794083837
369	583	4.213725658416317e-05	0.0003485621605277859
280	1023	7.393895966655047e-05	0.00024260529181297752
277	1149	8.304581100377956e-05	0.00024009549515581797
324	935	6.757861905007301e-05	0.00061009211952648
496	351	2.5369085867995322e-05	4.951860248497474e-05
464	473	3.418683081356635e-05	4.57594816489865e-05
476	327	2.3634447518046923e-05	4.561984205137575e-05
426	467	3.375317122607925e-05	5.101090242218447e-05
498	353	2.5513639063824355e-05	4.99077924791345e-05
418	479	3.462049040105345e-05	6.21220409260332e-05
388	545	3.939074586341154e-05	0.00018602567086253277
483	361	2.609185184714049e-05	4.706611952140977e-05
400	484	3.4981873390626026e-05	0.00011504173232067587
420	469	3.389772442190828e-05	5.8395936207801454e-05
394	507	3.664423514265991e-05	0.00014843246152581666
425	506	3.6571958544745394e-05	5.210072016198183e-05
382	564	4.076400122378736e-05	0.00023383286644700473
365	597	4.3149128954966405e-05	0.00038125197613345574
445	508	3.671651174057443e-05	4.390386148953875e-05
468	428	3.09343839074131e-05	4.636820738718938e-05
485	307	2.218891555975659e-05	4.784607170581295e-05
373	626	4.5245150294487384e-05	0.000312935339710956
497	316	2.2839404940987242e-05	4.9624082549495456e-05
415	504	3.642740534891636e-05	6.781482001798452e-05
495	344	2.4863149682593708e-05	4.9466577087297854e-05
450	431	3.115121370115665e-05	4.388685318645208e-05
491	376	2.7176000815858237e-05	4.886785623326361e-05
469	434	3.13680434949002e-05	4.5747761641817534e-05
489	366	2.6453234836713073e-05	4.9145134451651396e-05
362	543	3.924619266758251e-05	0.00040577237503468787
682	105	7.589042781024242e-06	1.0549435721238424e-05
577	160	1.1564255666322655e-05	2.6051146179032737e-05
675	81	5.854404431075844e-06	1.0538001567902846e-05
550	150	1.0841489687177489e-05	3.95534519991844e-05
547	137	9.901893914288773e-06	4.066828194940333e-05
511	161	1.1636532264237171e-05	4.7519483701165476e-05
635	126	9.10685133722909e-06	1.1616956862031402e-05
570	137	9.901893914288773e-06	2.947267363778801e-05
551	169	1.2214745047553304e-05	3.919427665753052e-05
685	85	6.14351082273391e-06	1.0263296034015564e-05
559	139	1.0046447110117806e-05	3.5337250883606395e-05
585	137	9.901893914288773e-06	2.2169108194687026e-05
619	109	7.878149172682309e-06	1.289057861669819e-05
655	107	7.733595976853275e-06	1.0638193336505854e-05
526	130	9.395957728887157e-06	4.5876681720676186e-05
609	135	9.75734071845974e-06	1.4491931791346007e-05
648	122	8.817744945571023e-06	1.0904466182308147e-05
698	92	6.649447008135526e-06	1.0044046143805838e-05
663	91	6.57717041022101e-06	1.0413369296545035e-05
603	125	9.034574739314573e-06	1.5742399385508246e-05
548	171	1.2359298243382337e-05	4.043945595577506e-05
537	169	1.2214745047553304e-05	4.392887369996033e-05
615	132	9.540510924716189e-06	1.3310783751780713e-05
503	200	1.4455319582903318e-05	4.66553475628291e-05
664	109	7.878149172682309e-06	1.0464394205805057e-05
540	145	1.0480106697604905e-05	4.307359903045903e-05
680	110	7.950425770596824e-06	1.1211759053201827e-05
529	154	1.1130596078835554e-05	4.572060552764553e-05
650	125	9.034574739314573e-06	1.0699366056851201e-05
558	174	1.2576128037125886e-05	3.5835922895954325e-05
628	122	8.817744945571023e-06	1.2131350835215755e-05
582	131	9.468234326801672e-06	2.3553212455958845e-05
566	149	1.0769213089262972e-05	3.1635443741212745e-05
513	175	1.2648404635040402e-05	4.7515195893664633e-05
590	133	9.612787522630706e-06	1.996103025867006e-05
614	109	7.878149172682309e-06	1.3590634654669005e-05
593	167	1.207019185172427e-05	1.8843198843200534e-05
545	175	1.2648404635040402e-05	4.1414217527633154e-05
536	143	1.0335553501775872e-05	4.414540797875286e-05
618	141	1.019100030594684e-05	1.2962613782712337e-05
647	98	7.0831065956226254e-06	1.0796699287120317e-05
508	164	1.185336205798072e-05	4.77821833740504e-05
649	109	7.878149172682309e-06	1.0776117811116273e-05
516	140	1.0118723708032323e-05	4.700594728948129e-05
623	135	9.75734071845974e-06	1.2316584119252133e-05
580	132	9.540510924716189e-06	2.447694911855692e-05
542	164	1.185336205798072e-05	4.2347101512899696e-05
596	132	9.540510924716189e-06	1.78395660341701e-05
525	163	1.1781085460066203e-05	4.61315204131429e-05
568	140	1.0118723708032323e-05	3.0655536800353636e-05
557	156	1.1275149274664588e-05	3.627813877620784e-05
657	98	7.0831065956226254e-06	1.0552151332655623e-05
541	168	1.2142468449638787e-05	4.2760589082897565e-05
597	115	8.311808760169408e-06	1.7460666778012356e-05
689	84	6.0712342248193935e-06	1.0258579445764637e-05
515	163	1.1781085460066203e-05	4.699194045164521e-05
630	114	8.239532162254891e-06	1.1911672164255948e-05
686	92	6.649447008135526e-06	1.0288165317520448e-05
613	136	9.829617316374256e-06	1.370368984577454e-05
676	109	7.878149172682309e-06	1.0591456234746675e-05
555	139	1.0046447110117806e-05	3.711926368095636e-05
530	160	1.1564255666322655e-05	4.5530798582274926e-05
644	123	8.89002154348554e-06	1.1055968714004566e-05
642	114	8.239532162254891e-06	1.1152587309690208e-05
641	129	9.32368113097264e-06	1.1265356646962354e-05
634	136	9.829617316374256e-06	1.1803476488318032e-05
683	77	5.565298039417777e-06	1.0506843500063393e-05
522	179	1.293751102669847e-05	4.651199186538428e-05
645	116	8.384085358083924e-06	1.0918044239394147e-05
532	162	1.1708808862151688e-05	4.5111879789442655e-05
549	153	1.1058319480921037e-05	3.995021711992898e-05
625	126	9.10685133722909e-06	1.2027585893695378e-05
687	107	7.733595976853275e-06	1.0177254030165333e-05
684	81	5.854404431075844e-06	1.0536572298735898e-05
